"","group_id","desc","varname"
"1358","320","55S ribosome, mitochondrial","MRPL38"
"1359","320","55S ribosome, mitochondrial","MRPS24"
"1360","320","55S ribosome, mitochondrial","MRPL53"
"1361","320","55S ribosome, mitochondrial","MRPL48"
"1362","320","55S ribosome, mitochondrial","MRPL34"
"1363","320","55S ribosome, mitochondrial","MRPL45"
"1364","320","55S ribosome, mitochondrial","MRPL32"
"1365","320","55S ribosome, mitochondrial","MRPL20"
"1366","320","55S ribosome, mitochondrial","MRPL13"
"1367","320","55S ribosome, mitochondrial","MRPL9"
"1368","320","55S ribosome, mitochondrial","MRPL4"
"1369","320","55S ribosome, mitochondrial","MRPL1"
"1370","320","55S ribosome, mitochondrial","MRPS26"
"1371","320","55S ribosome, mitochondrial","MRPL37"
"1372","320","55S ribosome, mitochondrial","MRPL18"
"1373","320","55S ribosome, mitochondrial","MRPL46"
"1374","320","55S ribosome, mitochondrial","MRPL44"
"1375","320","55S ribosome, mitochondrial","MRPL47"
"1376","320","55S ribosome, mitochondrial","MRPS30"
"1377","320","55S ribosome, mitochondrial","MRPL40"
"1378","320","55S ribosome, mitochondrial","MRPL17"
"1379","320","55S ribosome, mitochondrial","MRPS18A"
"1380","320","55S ribosome, mitochondrial","MRPL22"
"1381","320","55S ribosome, mitochondrial","MRPL16"
"1382","320","55S ribosome, mitochondrial","MRPL39"
"1383","320","55S ribosome, mitochondrial","MRPL35"
"1384","320","55S ribosome, mitochondrial","MRPL15"
"1385","320","55S ribosome, mitochondrial","MRPL36"
"1386","320","55S ribosome, mitochondrial","MRPL27"
"1387","320","55S ribosome, mitochondrial","MRPS33"
"1388","320","55S ribosome, mitochondrial","MRPS28"
"1389","320","55S ribosome, mitochondrial","MRPS17"
"1390","320","55S ribosome, mitochondrial","MRPS7"
"1391","320","55S ribosome, mitochondrial","MRPS2"
"1392","320","55S ribosome, mitochondrial","MRPL11"
"1393","320","55S ribosome, mitochondrial","MRPS16"
"1394","320","55S ribosome, mitochondrial","MRPS18C"
"1395","320","55S ribosome, mitochondrial","MRPS23"
"1396","320","55S ribosome, mitochondrial","MRPS18B"
"1397","320","55S ribosome, mitochondrial","MRPL42"
"15386","320","55S ribosome, mitochondrial","RPMS12"
"15387","320","55S ribosome, mitochondrial","RPSM12"
"15389","320","55S ribosome, mitochondrial","C2orf1"
"15390","320","55S ribosome, mitochondrial","MRL3"
"15391","320","55S ribosome, mitochondrial","RPML3"
"15392","320","55S ribosome, mitochondrial","KIAA0104"
"15393","320","55S ribosome, mitochondrial","MRPL15"
"15394","320","55S ribosome, mitochondrial","MRPS29"
"15395","320","55S ribosome, mitochondrial","RPML12"
"15396","320","55S ribosome, mitochondrial","C3orf5"
"15397","320","55S ribosome, mitochondrial","RPMS22"
"15398","320","55S ribosome, mitochondrial","RPMS25"
"15400","320","55S ribosome, mitochondrial","MRPS28"
"15403","320","55S ribosome, mitochondrial","RPMS11"
"15404","320","55S ribosome, mitochondrial","RPMS15"
"15405","320","55S ribosome, mitochondrial","RPMS21"
"15407","320","55S ribosome, mitochondrial","C21orf101"
"15408","320","55S ribosome, mitochondrial","RPMS6"
"15409","320","55S ribosome, mitochondrial","RPMS9"
"15410","320","55S ribosome, mitochondrial","MRPL56"
"15411","320","55S ribosome, mitochondrial","MAAT1"
"15412","320","55S ribosome, mitochondrial","C11orf4"
"15413","320","55S ribosome, mitochondrial","NOF1"
"15414","320","55S ribosome, mitochondrial","L23MRP"
"15415","320","55S ribosome, mitochondrial","RPL23L"
"15416","320","55S ribosome, mitochondrial","MRP64"
"15419","320","55S ribosome, mitochondrial","MRPL32"
"15420","320","55S ribosome, mitochondrial","RPML32"
"15423","320","55S ribosome, mitochondrial","MRPL8"
"15424","320","55S ribosome, mitochondrial","RPML8"
"15426","320","55S ribosome, mitochondrial","BMRP"
"15427","320","55S ribosome, mitochondrial","MRPL27"
"15428","320","55S ribosome, mitochondrial","RPML27"
"15431","320","55S ribosome, mitochondrial","MRPL28"
"15432","320","55S ribosome, mitochondrial","RPML28"
"15433","320","55S ribosome, mitochondrial","KIAA0264"
"15434","320","55S ribosome, mitochondrial","IMOGN38"
"15448","320","55S ribosome, mitochondrial","C20orf193"
"15449","320","55S ribosome, mitochondrial","RPMS13"
"15450","320","55S ribosome, mitochondrial","MRPL2"
"15451","320","55S ribosome, mitochondrial","RPML2"
"15453","320","55S ribosome, mitochondrial","C15orf4"
"15454","320","55S ribosome, mitochondrial","LIECG2"
"15456","320","55S ribosome, mitochondrial","NCM1"
"15457","320","55S ribosome, mitochondrial","PDCD9"
"15458","320","55S ribosome, mitochondrial","NLVCF"
"15459","320","55S ribosome, mitochondrial","URIM"
"15460","320","55S ribosome, mitochondrial","LIP2"
"15462","320","55S ribosome, mitochondrial","MRPL25"
"15463","320","55S ribosome, mitochondrial","RPML25"
"15465","320","55S ribosome, mitochondrial","C21orf92"
"15466","320","55S ribosome, mitochondrial","MRPL5"
"15467","320","55S ribosome, mitochondrial","RPML5"
"15470","320","55S ribosome, mitochondrial","BRIP1"
"15473","320","55S ribosome, mitochondrial","MRPS35"
"15474","320","55S ribosome, mitochondrial","RPMS17"
"15478","320","55S ribosome, mitochondrial","RPMS16"
"15481","320","55S ribosome, mitochondrial","C6orf14"
"15482","320","55S ribosome, mitochondrial","MRPL31"
"15483","320","55S ribosome, mitochondrial","MRPS32"
"15484","320","55S ribosome, mitochondrial","RPML31"
"7397","3200","SMAD4-SKI complex","SKI"
"7398","3200","SMAD4-SKI complex","SMAD4"
"28082","3200","SMAD4-SKI complex","DPC4"
"28083","3200","SMAD4-SKI complex","MADH4"
"7399","3204","SMAD2-SKI-NCOR complex","NCOR1"
"7400","3204","SMAD2-SKI-NCOR complex","SKI"
"7401","3204","SMAD2-SKI-NCOR complex","SMAD2"
"28084","3204","SMAD2-SKI-NCOR complex","KIAA1047"
"28086","3204","SMAD2-SKI-NCOR complex","MADH2"
"28088","3204","SMAD2-SKI-NCOR complex","MADR2"
"7402","3205","SMAD3-SKI-NCOR complex","NCOR1"
"7403","3205","SMAD3-SKI-NCOR complex","SKI"
"7404","3205","SMAD3-SKI-NCOR complex","SMAD3"
"28089","3205","SMAD3-SKI-NCOR complex","KIAA1047"
"28091","3205","SMAD3-SKI-NCOR complex","MADH3"
"7405","3206","SMAD4-SKI-NCOR complex","NCOR1"
"7406","3206","SMAD4-SKI-NCOR complex","SKI"
"7407","3206","SMAD4-SKI-NCOR complex","SMAD4"
"28092","3206","SMAD4-SKI-NCOR complex","KIAA1047"
"28094","3206","SMAD4-SKI-NCOR complex","DPC4"
"28095","3206","SMAD4-SKI-NCOR complex","MADH4"
"7408","3207","LIN2-LIN7-SAP97-MINT1 complex","LIN7A"
"7409","3207","LIN2-LIN7-SAP97-MINT1 complex","CASK"
"7410","3207","LIN2-LIN7-SAP97-MINT1 complex","APBA1"
"7411","3207","LIN2-LIN7-SAP97-MINT1 complex","DLG1"
"28096","3207","LIN2-LIN7-SAP97-MINT1 complex","MALS1"
"28097","3207","LIN2-LIN7-SAP97-MINT1 complex","VELI1"
"28098","3207","LIN2-LIN7-SAP97-MINT1 complex","LIN2"
"28099","3207","LIN2-LIN7-SAP97-MINT1 complex","MINT1"
"28100","3207","LIN2-LIN7-SAP97-MINT1 complex","X11"
"7412","3208","LIN2-LIN7 complex","LIN7A"
"7413","3208","LIN2-LIN7 complex","CASK"
"28102","3208","LIN2-LIN7 complex","MALS1"
"28103","3208","LIN2-LIN7 complex","VELI1"
"28104","3208","LIN2-LIN7 complex","LIN2"
"7414","3209","LIN2-SAP97 complex","CASK"
"7415","3209","LIN2-SAP97 complex","DLG1"
"28105","3209","LIN2-SAP97 complex","LIN2"
"7416","3213","ULBP1-KLRK1-HCST complex","KLRK1"
"7417","3213","ULBP1-KLRK1-HCST complex","ULBP1"
"7418","3213","ULBP1-KLRK1-HCST complex","HCST"
"28107","3213","ULBP1-KLRK1-HCST complex","D12S2489E"
"28108","3213","ULBP1-KLRK1-HCST complex","NKG2D"
"28109","3213","ULBP1-KLRK1-HCST complex","N2DL1"
"28110","3213","ULBP1-KLRK1-HCST complex","RAET1I"
"28111","3213","ULBP1-KLRK1-HCST complex","DAP10"
"28112","3213","ULBP1-KLRK1-HCST complex","KAP10"
"28113","3213","ULBP1-KLRK1-HCST complex","PIK3AP"
"1398","322","DNA-PK-Ku complex","XRCC6"
"1399","322","DNA-PK-Ku complex","XRCC5"
"1400","322","DNA-PK-Ku complex","PRKDC"
"15485","322","DNA-PK-Ku complex","G22P1"
"15487","322","DNA-PK-Ku complex","KU70"
"15488","322","DNA-PK-Ku complex","G22P2"
"15490","322","DNA-PK-Ku complex","KU86"
"15491","322","DNA-PK-Ku complex","HYRC"
"15493","322","DNA-PK-Ku complex","HYRC1"
"7419","3229","CDK9-IL6ST complex","IL6ST"
"7420","3229","CDK9-IL6ST complex","CDK9"
"28115","3229","CDK9-IL6ST complex","CDC2L4"
"28117","3229","CDK9-IL6ST complex","TAK"
"7421","3231","Eps15-stonin2 complex","EPS15"
"7422","3231","Eps15-stonin2 complex","STON2"
"28118","3231","Eps15-stonin2 complex","AF1P"
"28119","3231","Eps15-stonin2 complex","STN2"
"28120","3231","Eps15-stonin2 complex","STNB"
"7423","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","FOXH1"
"7424","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","SMAD4"
"7425","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","TGIF1"
"7426","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","SMAD2"
"28121","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","FAST1"
"28122","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","FAST2"
"28123","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","DPC4"
"28124","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","MADH4"
"28125","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","TGIF"
"28126","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","MADH2"
"28128","3233","SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","MADR2"
"7427","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","FOXH1"
"7428","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","SMAD4"
"7429","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","HDAC1"
"7430","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","TGIF1"
"7431","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","SMAD2"
"28129","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","FAST1"
"28130","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","FAST2"
"28131","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","DPC4"
"28132","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","MADH4"
"28133","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","RPD3L1"
"28134","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","TGIF"
"28135","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","MADH2"
"28137","3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","MADR2"
"1401","324","39S ribosomal subunit, mitochondrial","MRPL33"
"1402","324","39S ribosomal subunit, mitochondrial","MRPL3"
"1403","324","39S ribosomal subunit, mitochondrial","MRPL19"
"1404","324","39S ribosomal subunit, mitochondrial","MRPL12"
"1405","324","39S ribosomal subunit, mitochondrial","LACTB"
"1406","324","39S ribosomal subunit, mitochondrial","MRPL28"
"1407","324","39S ribosomal subunit, mitochondrial","MRPL49"
"1408","324","39S ribosomal subunit, mitochondrial","MRPL23"
"1409","324","39S ribosomal subunit, mitochondrial","MRPL51"
"1410","324","39S ribosomal subunit, mitochondrial","MRPL2"
"1411","324","39S ribosomal subunit, mitochondrial","MRPL54"
"1412","324","39S ribosomal subunit, mitochondrial","MRPL14"
"1413","324","39S ribosomal subunit, mitochondrial","MRPL21"
"1414","324","39S ribosomal subunit, mitochondrial","MRPL55"
"1415","324","39S ribosomal subunit, mitochondrial","MRPL10"
"1416","324","39S ribosomal subunit, mitochondrial","MRPL52"
"1417","324","39S ribosomal subunit, mitochondrial","MRPL41"
"1418","324","39S ribosomal subunit, mitochondrial","MRPL50"
"1419","324","39S ribosomal subunit, mitochondrial","MRPL43"
"1420","324","39S ribosomal subunit, mitochondrial","MRPL30"
"1421","324","39S ribosomal subunit, mitochondrial","MRPL24"
"1422","324","39S ribosomal subunit, mitochondrial","MRPL38"
"1423","324","39S ribosomal subunit, mitochondrial","MRPL53"
"1424","324","39S ribosomal subunit, mitochondrial","MRPL48"
"1425","324","39S ribosomal subunit, mitochondrial","MRPL34"
"1426","324","39S ribosomal subunit, mitochondrial","MRPL45"
"1427","324","39S ribosomal subunit, mitochondrial","MRPL32"
"1428","324","39S ribosomal subunit, mitochondrial","MRPL20"
"1429","324","39S ribosomal subunit, mitochondrial","MRPL13"
"1430","324","39S ribosomal subunit, mitochondrial","MRPL9"
"1431","324","39S ribosomal subunit, mitochondrial","MRPL4"
"1432","324","39S ribosomal subunit, mitochondrial","MRPL1"
"1433","324","39S ribosomal subunit, mitochondrial","MRPL37"
"1434","324","39S ribosomal subunit, mitochondrial","MRPL18"
"1435","324","39S ribosomal subunit, mitochondrial","MRPL46"
"1436","324","39S ribosomal subunit, mitochondrial","MRPL44"
"1437","324","39S ribosomal subunit, mitochondrial","MRPL47"
"1438","324","39S ribosomal subunit, mitochondrial","MRPL40"
"1439","324","39S ribosomal subunit, mitochondrial","MRPL17"
"1440","324","39S ribosomal subunit, mitochondrial","MRPL22"
"1441","324","39S ribosomal subunit, mitochondrial","MRPL16"
"1442","324","39S ribosomal subunit, mitochondrial","MRPL39"
"1443","324","39S ribosomal subunit, mitochondrial","MRPL35"
"1444","324","39S ribosomal subunit, mitochondrial","MRPL15"
"1445","324","39S ribosomal subunit, mitochondrial","MRPL36"
"1446","324","39S ribosomal subunit, mitochondrial","MRPL27"
"1447","324","39S ribosomal subunit, mitochondrial","MRPL11"
"1448","324","39S ribosomal subunit, mitochondrial","MRPL42"
"15494","324","39S ribosomal subunit, mitochondrial","C2orf1"
"15495","324","39S ribosomal subunit, mitochondrial","MRL3"
"15496","324","39S ribosomal subunit, mitochondrial","RPML3"
"15497","324","39S ribosomal subunit, mitochondrial","KIAA0104"
"15498","324","39S ribosomal subunit, mitochondrial","MRPL15"
"15499","324","39S ribosomal subunit, mitochondrial","RPML12"
"15500","324","39S ribosomal subunit, mitochondrial","MRPL56"
"15501","324","39S ribosomal subunit, mitochondrial","MAAT1"
"15502","324","39S ribosomal subunit, mitochondrial","C11orf4"
"15503","324","39S ribosomal subunit, mitochondrial","NOF1"
"15504","324","39S ribosomal subunit, mitochondrial","L23MRP"
"15505","324","39S ribosomal subunit, mitochondrial","RPL23L"
"15506","324","39S ribosomal subunit, mitochondrial","MRP64"
"15509","324","39S ribosomal subunit, mitochondrial","MRPL32"
"15510","324","39S ribosomal subunit, mitochondrial","RPML32"
"15513","324","39S ribosomal subunit, mitochondrial","MRPL8"
"15514","324","39S ribosomal subunit, mitochondrial","RPML8"
"15516","324","39S ribosomal subunit, mitochondrial","BMRP"
"15517","324","39S ribosomal subunit, mitochondrial","MRPL27"
"15518","324","39S ribosomal subunit, mitochondrial","RPML27"
"15521","324","39S ribosomal subunit, mitochondrial","MRPL28"
"15522","324","39S ribosomal subunit, mitochondrial","RPML28"
"15535","324","39S ribosomal subunit, mitochondrial","MRPL2"
"15536","324","39S ribosomal subunit, mitochondrial","RPML2"
"15538","324","39S ribosomal subunit, mitochondrial","C15orf4"
"15539","324","39S ribosomal subunit, mitochondrial","LIECG2"
"15541","324","39S ribosomal subunit, mitochondrial","NCM1"
"15542","324","39S ribosomal subunit, mitochondrial","NLVCF"
"15543","324","39S ribosomal subunit, mitochondrial","URIM"
"15544","324","39S ribosomal subunit, mitochondrial","LIP2"
"15545","324","39S ribosomal subunit, mitochondrial","MRPL25"
"15546","324","39S ribosomal subunit, mitochondrial","RPML25"
"15548","324","39S ribosomal subunit, mitochondrial","C21orf92"
"15549","324","39S ribosomal subunit, mitochondrial","MRPL5"
"15550","324","39S ribosomal subunit, mitochondrial","RPML5"
"15553","324","39S ribosomal subunit, mitochondrial","BRIP1"
"15556","324","39S ribosomal subunit, mitochondrial","MRPL31"
"15557","324","39S ribosomal subunit, mitochondrial","MRPS32"
"15558","324","39S ribosomal subunit, mitochondrial","RPML31"
"7432","3262","SCAMP1-SCAMP2-SCAMP3 complex","SCAMP3"
"7433","3262","SCAMP1-SCAMP2-SCAMP3 complex","SCAMP1"
"7434","3262","SCAMP1-SCAMP2-SCAMP3 complex","SCAMP2"
"28138","3262","SCAMP1-SCAMP2-SCAMP3 complex","C1orf3"
"28139","3262","SCAMP1-SCAMP2-SCAMP3 complex","PROPIN1"
"28140","3262","SCAMP1-SCAMP2-SCAMP3 complex","SCAMP"
"7435","3263","HERP1/HEY2-NCOR-SIN3A complex","HDAC1"
"7436","3263","HERP1/HEY2-NCOR-SIN3A complex","SIN3A"
"7437","3263","HERP1/HEY2-NCOR-SIN3A complex","HEY2"
"7438","3263","HERP1/HEY2-NCOR-SIN3A complex","NCOR2"
"28141","3263","HERP1/HEY2-NCOR-SIN3A complex","RPD3L1"
"28143","3263","HERP1/HEY2-NCOR-SIN3A complex","BHLHB32"
"28144","3263","HERP1/HEY2-NCOR-SIN3A complex","CHF1"
"28145","3263","HERP1/HEY2-NCOR-SIN3A complex","GRL"
"28146","3263","HERP1/HEY2-NCOR-SIN3A complex","HERP"
"28147","3263","HERP1/HEY2-NCOR-SIN3A complex","HERP1"
"28148","3263","HERP1/HEY2-NCOR-SIN3A complex","HRT2"
"28149","3263","HERP1/HEY2-NCOR-SIN3A complex","SMRT"
"28151","3263","HERP1/HEY2-NCOR-SIN3A complex","CTG26"
"7439","3269","RB1-HDAC1-BRG1 complex","RB1"
"7440","3269","RB1-HDAC1-BRG1 complex","SMARCA4"
"7441","3269","RB1-HDAC1-BRG1 complex","HDAC1"
"28152","3269","RB1-HDAC1-BRG1 complex","RB"
"28153","3269","RB1-HDAC1-BRG1 complex","BAF190A"
"28154","3269","RB1-HDAC1-BRG1 complex","BRG1"
"28155","3269","RB1-HDAC1-BRG1 complex","SNF2B"
"28156","3269","RB1-HDAC1-BRG1 complex","SNF2L4"
"28157","3269","RB1-HDAC1-BRG1 complex","RPD3L1"
"7442","3270","Delta1 homodimer complex","DLL1"
"7443","3271","Gamma-secretase-Delta1 complex","DLL1"
"7444","3271","Gamma-secretase-Delta1 complex","PSEN1"
"7445","3271","Gamma-secretase-Delta1 complex","NCSTN"
"7446","3271","Gamma-secretase-Delta1 complex","APH1A"
"7447","3271","Gamma-secretase-Delta1 complex","PSENEN"
"28160","3271","Gamma-secretase-Delta1 complex","AD3"
"28162","3271","Gamma-secretase-Delta1 complex","PS1"
"28164","3271","Gamma-secretase-Delta1 complex","PSNL1"
"28165","3271","Gamma-secretase-Delta1 complex","KIAA0253"
"28166","3271","Gamma-secretase-Delta1 complex","PSF"
"28167","3271","Gamma-secretase-Delta1 complex","PEN2"
"1449","328","Ku antigen complex","XRCC6"
"1450","328","Ku antigen complex","XRCC5"
"15559","328","Ku antigen complex","G22P1"
"15561","328","Ku antigen complex","KU70"
"15562","328","Ku antigen complex","G22P2"
"15564","328","Ku antigen complex","KU86"
"7448","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","GEMIN2"
"7449","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","GEMIN4"
"7450","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","SMN1"
"7452","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","SMN2"
"7453","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","GEMIN5"
"7454","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","DDX20"
"28168","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","SIP1"
"28170","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","SMN"
"28172","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","SMNT"
"28174","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","SMNC"
"28176","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","DP103"
"28178","3284","SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","GEMIN3"
"7455","3296","SMN complex (GEMIN5,4,3), SMN-independent intermediate","GEMIN4"
"7456","3296","SMN complex (GEMIN5,4,3), SMN-independent intermediate","GEMIN5"
"7457","3296","SMN complex (GEMIN5,4,3), SMN-independent intermediate","DDX20"
"28181","3296","SMN complex (GEMIN5,4,3), SMN-independent intermediate","DP103"
"28183","3296","SMN complex (GEMIN5,4,3), SMN-independent intermediate","GEMIN3"
"7458","3297","SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate","GEMIN6"
"7459","3297","SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate","GEMIN7"
"7460","3297","SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate","STRAP"
"28186","3297","SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate","MAWD"
"28187","3297","SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate","UNRIP"
"7461","3298","SMN complex (GEMIN2,5, SMN)","GEMIN2"
"7462","3298","SMN complex (GEMIN2,5, SMN)","SMN1"
"7464","3298","SMN complex (GEMIN2,5, SMN)","SMN2"
"7465","3298","SMN complex (GEMIN2,5, SMN)","GEMIN5"
"28188","3298","SMN complex (GEMIN2,5, SMN)","SIP1"
"28189","3298","SMN complex (GEMIN2,5, SMN)","SMN"
"28191","3298","SMN complex (GEMIN2,5, SMN)","SMNT"
"28193","3298","SMN complex (GEMIN2,5, SMN)","SMNC"
"67","33","Prefoldin complex","PFDN6"
"68","33","Prefoldin complex","PFDN1"
"69","33","Prefoldin complex","VBP1"
"70","33","Prefoldin complex","PFDN5"
"71","33","Prefoldin complex","PFDN4"
"72","33","Prefoldin complex","PFDN2"
"12390","33","Prefoldin complex","HKE2"
"12391","33","Prefoldin complex","PFD6"
"12392","33","Prefoldin complex","PFD1"
"12393","33","Prefoldin complex","PFDN3"
"12394","33","Prefoldin complex","MM1"
"12395","33","Prefoldin complex","PFD5"
"12396","33","Prefoldin complex","PFD4"
"12397","33","Prefoldin complex","PFD2"
"1451","330","PSF-p54(nrb) complex","SFPQ"
"1452","330","PSF-p54(nrb) complex","NONO"
"15565","330","PSF-p54(nrb) complex","PSF"
"15566","330","PSF-p54(nrb) complex","NRB54"
"1453","331","MRN complex (MRE11-RAD50-NBN complex)","NBN"
"1454","331","MRN complex (MRE11-RAD50-NBN complex)","MRE11A"
"1455","331","MRN complex (MRE11-RAD50-NBN complex)","RAD50"
"15567","331","MRN complex (MRE11-RAD50-NBN complex)","NBS"
"15569","331","MRN complex (MRE11-RAD50-NBN complex)","NBS1"
"15571","331","MRN complex (MRE11-RAD50-NBN complex)","P95"
"15572","331","MRN complex (MRE11-RAD50-NBN complex)","HNGS1"
"15574","331","MRN complex (MRE11-RAD50-NBN complex)","MRE11"
"7466","3335","NIAP homotetramer complex","NAIP"
"28195","3335","NIAP homotetramer complex","BIRC1"
"1456","335","p54(nrb)-PSF-matrin3 complex","SFPQ"
"1457","335","p54(nrb)-PSF-matrin3 complex","MATR3"
"1458","335","p54(nrb)-PSF-matrin3 complex","NONO"
"15576","335","p54(nrb)-PSF-matrin3 complex","PSF"
"15577","335","p54(nrb)-PSF-matrin3 complex","KIAA0723"
"15578","335","p54(nrb)-PSF-matrin3 complex","NRB54"
"1459","336","DNA ligase IV-XRCC4-AHNK complex","LIG4"
"1460","336","DNA ligase IV-XRCC4-AHNK complex","AHNAK"
"1461","336","DNA ligase IV-XRCC4-AHNK complex","XRCC4"
"15580","336","DNA ligase IV-XRCC4-AHNK complex","PM227"
"1462","338","40S ribosomal subunit, cytoplasmic","RPS17"
"1463","338","40S ribosomal subunit, cytoplasmic","RPSA"
"1464","338","40S ribosomal subunit, cytoplasmic","RPS2"
"1465","338","40S ribosomal subunit, cytoplasmic","RPS3"
"1466","338","40S ribosomal subunit, cytoplasmic","RPS12"
"1467","338","40S ribosomal subunit, cytoplasmic","RPS19"
"1468","338","40S ribosomal subunit, cytoplasmic","RPS9"
"1469","338","40S ribosomal subunit, cytoplasmic","RPS5"
"1470","338","40S ribosomal subunit, cytoplasmic","RPS10"
"1471","338","40S ribosomal subunit, cytoplasmic","RPS20"
"1472","338","40S ribosomal subunit, cytoplasmic","RPS3A"
"1473","338","40S ribosomal subunit, cytoplasmic","RPS7"
"1474","338","40S ribosomal subunit, cytoplasmic","RPS8"
"1475","338","40S ribosomal subunit, cytoplasmic","RPS15A"
"1476","338","40S ribosomal subunit, cytoplasmic","RPS16"
"1477","338","40S ribosomal subunit, cytoplasmic","RPS14"
"1478","338","40S ribosomal subunit, cytoplasmic","RPS23"
"1479","338","40S ribosomal subunit, cytoplasmic","RPS18"
"1480","338","40S ribosomal subunit, cytoplasmic","RPS29"
"1481","338","40S ribosomal subunit, cytoplasmic","RPS13"
"1482","338","40S ribosomal subunit, cytoplasmic","RPS11"
"1483","338","40S ribosomal subunit, cytoplasmic","RPS4X"
"1484","338","40S ribosomal subunit, cytoplasmic","RPS6"
"1485","338","40S ribosomal subunit, cytoplasmic","RPS15"
"1486","338","40S ribosomal subunit, cytoplasmic","RPS24"
"1487","338","40S ribosomal subunit, cytoplasmic","RPS25"
"1488","338","40S ribosomal subunit, cytoplasmic","RPS26"
"1489","338","40S ribosomal subunit, cytoplasmic","RPS28"
"1490","338","40S ribosomal subunit, cytoplasmic","FAU"
"1491","338","40S ribosomal subunit, cytoplasmic","RPS27A"
"1492","338","40S ribosomal subunit, cytoplasmic","RPS21"
"15582","338","40S ribosomal subunit, cytoplasmic","RPS17L"
"15583","338","40S ribosomal subunit, cytoplasmic","LAMBR"
"15584","338","40S ribosomal subunit, cytoplasmic","LAMR1"
"15585","338","40S ribosomal subunit, cytoplasmic","RPS4"
"15593","338","40S ribosomal subunit, cytoplasmic","FTE1"
"15594","338","40S ribosomal subunit, cytoplasmic","MFTL"
"15601","338","40S ribosomal subunit, cytoplasmic","D6S218E"
"15605","338","40S ribosomal subunit, cytoplasmic","CCG2"
"15606","338","40S ribosomal subunit, cytoplasmic","RPS4"
"15607","338","40S ribosomal subunit, cytoplasmic","SCAR"
"15609","338","40S ribosomal subunit, cytoplasmic","RIG"
"15615","338","40S ribosomal subunit, cytoplasmic","UBA80"
"15616","338","40S ribosomal subunit, cytoplasmic","UBCEP1"
"1493","343","Sarcoglycan-sarcospan complex SG-SPN","SGCG"
"1494","343","Sarcoglycan-sarcospan complex SG-SPN","SSPN"
"1495","343","Sarcoglycan-sarcospan complex SG-SPN","SGCB"
"1496","343","Sarcoglycan-sarcospan complex SG-SPN","SGCA"
"1497","343","Sarcoglycan-sarcospan complex SG-SPN","SGCD"
